Years of Education after High School,Requested Credit Amount,Number of Dependents,Monthly Income,Monthly Expense,Marital Status,Credit Rating
3,Medium,No dependent,Moderate,Low,Single,Positive
1,Low,No dependent,Moderate,Low,Married,Positive
3,Medium,No dependent,Moderate,Low,Single,Positive
3,Low,No dependent,Moderate,Low,Single,Positive
3,Medium,No dependent,Moderate,Low,Married,Negative
3,Low,No dependent,Moderate,Low,Married,Positive
1,Low,No dependent,Moderate,Low,Single,Positive
2,Low,No dependent,Moderate,Low,Married,Positive
1,Low,No dependent,Moderate,Low,Single,Positive
2,Medium,No dependent,Moderate,Low,Single,Positive
3,Medium,No dependent,Moderate,Low,Single,Positive
1,Low,No dependent,Moderate,Low,Married,Positive
1,Medium,No dependent,Moderate,Low,Single,Positive
3,Low,No dependent,Moderate,Low,Single,Positive
1,Low,Less than 2,Moderate,Low,Married,Positive
5,Medium,Less than 2,Moderate,Low,Married,Negative
3,Medium,Less than 2,Moderate,Low,Not specified,Positive
3,Medium,Less than 2,Moderate,Low,Married,Positive
7,Low,Less than 2,Moderate,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
7,Medium,Less than 2,Moderate,Low,Married,Positive
3,Medium,Less than 2,Moderate,Low,Not specified,Positive
1,Low,Less than 2,Moderate,Low,Married,Negative
1,Medium,More than 2,Moderate,Low,Married,Positive
3,Medium,More than 2,Moderate,Low,Married,Negative
1,Low,More than 2,Moderate,Low,Married,Positive
3,Low,More than 2,Moderate,Low,Married,Positive
5,Medium,More than 2,Moderate,Low,Married,Positive
1,Low,More than 2,Moderate,Low,Married,Positive
0,Medium,Less than 2,Moderate,Low,Married,Positive
5,Medium,Less than 2,Moderate,Low,Married,Positive
3,Medium,No dependent,Moderate,Low,Married,Positive
7,Low,No dependent,Moderate,Low,Married,Positive
2,Medium,No dependent,Moderate,Low,Single,Positive
3,Medium,No dependent,Moderate,Low,Married,Positive
0,Medium,Less than 2,Moderate,Low,Married,Positive
1,Medium,Less than 2,Moderate,Low,Married,Positive
2,High,Less than 2,Moderate,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
2,Medium,Less than 2,Moderate,Low,Married,Positive
2,Medium,Less than 2,Moderate,Low,Married,Positive
2,Medium,Less than 2,Moderate,Low,Married,Positive
5,Low,No dependent,Moderate,Low,Married,Positive
6,Medium,No dependent,Moderate,Low,Single,Positive
2,Low,Less than 2,Moderate,Low,Married,Positive
3,Medium,Less than 2,Moderate,Low,Single,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
3,Medium,Less than 2,Moderate,Low,Married,Positive
5,Medium,No dependent,Moderate,Low,Not specified,Negative
5,Low,Less than 2,Moderate,Low,Married,Positive
5,Medium,Less than 2,Moderate,Low,Married,Positive
3,Medium,No dependent,Moderate,Low,Married,Positive
5,Medium,No dependent,Moderate,Low,Single,Positive
1,Medium,No dependent,Moderate,Low,Married,Positive
2,Low,Less than 2,Moderate,Low,Married,Positive
3,Medium,Less than 2,Moderate,Low,Single,Positive
0,Medium,Less than 2,Moderate,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
5,Medium,Less than 2,Moderate,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
0,Medium,Less than 2,Moderate,Low,Married,Positive
2,Medium,Less than 2,Moderate,Low,Married,Positive
2,Medium,Less than 2,Moderate,Low,Married,Negative
1,Low,Less than 2,Moderate,Low,Married,Positive
2,High,Less than 2,Moderate,Low,Married,Positive
1,Medium,Less than 2,Moderate,Low,Married,Positive
3,Medium,Less than 2,Moderate,Low,Married,Positive
2,Medium,More than 2,Moderate,Low,Married,Positive
1,Medium,More than 2,Moderate,Low,Married,Positive
2,Low,No dependent,High,Low,Married,Positive
1,Low,More than 2,High,Low,Married,Positive
2,Medium,No dependent,High,Low,Single,Positive
3,High,No dependent,High,Low,Single,Positive
2,High,Less than 2,High,Low,Married,Positive
3,Low,More than 2,High,Low,Married,Negative
3,Low,Less than 2,High,Low,Married,Negative
1,Medium,Less than 2,High,Low,Married,Positive
5,Medium,Less than 2,High,Low,Married,Negative
3,Medium,No dependent,High,Low,Single,Positive
2,Medium,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Very low,Low,Married,Negative
1,Low,Less than 2,Very low,Low,Married,Positive
5,Low,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
7,Medium,No dependent,Low,Low,Married,Negative
1,Medium,No dependent,Low,Low,Married,Positive
1,Medium,More than 2,Low,Low,Married,Positive
2,Medium,More than 2,Low,Low,Married,Positive
3,Low,No dependent,Very low,Low,Single,Positive
5,Low,No dependent,Very low,Low,Married,Positive
2,Low,Less than 2,Very low,Low,Married,Positive
1,Low,Less than 2,Very low,Low,Married,Negative
3,Low,Less than 2,Very low,Low,Married,Negative
1,Low,Less than 2,Very low,Low,Married,Positive
1,Low,Less than 2,Very low,Low,Married,Negative
3,Low,More than 2,Very low,Low,Married,Positive
0,Low,Less than 2,Low,Low,Married,Positive
2,Low,No dependent,Low,Low,Single,Positive
2,Low,Less than 2,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Married,Positive
2,Low,No dependent,Low,Low,Single,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
2,Low,More than 2,Low,Low,Married,Positive
2,Low,More than 2,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Single,Positive
2,Low,No dependent,Low,Low,Married,Positive
2,Medium,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
2,Low,No dependent,Low,Low,Married,Positive
1,Low,No dependent,Low,Low,Married,Negative
3,Medium,No dependent,Low,Low,Single,Negative
2,Low,No dependent,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
2,Low,More than 2,Low,Low,Married,Positive
0,Low,More than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Negative
0,Medium,Less than 2,Low,Low,Married,Positive
0,Medium,Less than 2,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Married,Negative
5,Low,No dependent,Low,Low,Single,Positive
3,Low,Less than 2,Low,Low,Married,Negative
2,Low,More than 2,Low,Low,Married,Positive
2,Low,More than 2,Low,Low,Married,Positive
7,Medium,More than 2,Low,Low,Married,Negative
1,Medium,No dependent,Low,Low,Married,Negative
1,Low,No dependent,Low,Low,Single,Negative
1,Medium,Less than 2,Low,Low,Married,Negative
1,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
5,Low,No dependent,Low,Low,Married,Positive
3,Medium,No dependent,Low,Low,Single,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
1,Medium,Less than 2,Low,Low,Married,Positive
5,Medium,No dependent,Moderate,Low,Single,Positive
5,Low,Less than 2,Moderate,Low,Married,Positive
3,Low,More than 2,Moderate,Low,Married,Negative
1,Medium,More than 2,Moderate,Low,Married,Negative
5,Medium,No dependent,Moderate,Low,Married,Positive
1,Medium,No dependent,Moderate,Low,Not specified,Positive
1,Medium,No dependent,High,Low,Married,Negative
5,Medium,Less than 2,High,Low,Married,Positive
3,Medium,Less than 2,Very low,Low,Married,Positive
3,Low,Less than 2,Very low,Low,Married,Positive
1,Low,Less than 2,Very low,Low,Married,Negative
5,Low,No dependent,Low,Low,Single,Positive
1,Medium,No dependent,Low,Low,Single,Positive
1,Low,No dependent,Low,Low,Single,Negative
2,Low,Less than 2,Low,Low,Married,Positive
5,Medium,No dependent,Moderate,Low,Single,Positive
5,Medium,Less than 2,Moderate,Low,Married,Positive
2,Low,No dependent,High,Low,Single,Positive
1,Low,More than 2,Very low,Low,Not specified,Positive
3,Low,Less than 2,Very low,Low,Married,Positive
3,Low,No dependent,Very low,Low,Married,Positive
5,Low,No dependent,Very low,Low,Married,Positive
3,Low,No dependent,Very low,Low,Married,Positive
3,Low,No dependent,Very low,Low,Single,Positive
2,Low,More than 2,Very low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
2,Low,No dependent,Low,Low,Single,Negative
5,Low,No dependent,Low,Low,Single,Positive
3,Low,Less than 2,Low,Low,Married,Positive
1,Medium,No dependent,Low,Low,Married,Positive
2,Medium,No dependent,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
1,Medium,Less than 2,Low,Low,Married,Negative
3,Medium,More than 2,Low,Low,Married,Positive
1,Medium,More than 2,Low,Low,Married,Positive
2,Low,No dependent,Low,Low,Married,Positive
5,Low,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Single,Negative
0,Medium,No dependent,Low,Low,Married,Negative
3,Medium,No dependent,Low,Low,Single,Positive
1,Medium,No dependent,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
1,Medium,More than 2,Low,Low,Married,Positive
0,Medium,No dependent,Low,Low,Single,Positive
7,Medium,No dependent,Low,Low,Married,Positive
3,Medium,No dependent,Moderate,Low,Not specified,Positive
3,Low,No dependent,Moderate,Low,Single,Positive
1,Low,No dependent,Moderate,Low,Married,Positive
1,Low,Less than 2,Moderate,Low,Married,Positive
3,Medium,Less than 2,Very High,Low,Married,Positive
2,Low,Less than 2,Very low,Low,Married,Positive
3,Low,Less than 2,Very low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
2,Medium,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Single,Positive
3,Medium,No dependent,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Positive
1,Medium,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Single,Positive
1,Medium,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Single,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
3,Low,More than 2,Low,Low,Married,Positive
5,Medium,No dependent,Low,Low,Single,Negative
2,Low,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Single,Positive
0,Medium,No dependent,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Positive
2,Low,More than 2,Low,Low,Married,Positive
3,Low,More than 2,Low,Low,Married,Positive
5,Medium,No dependent,Low,Low,Married,Positive
2,Medium,Less than 2,Low,Low,Married,Positive
1,Medium,No dependent,Low,Low,Single,Positive
2,Medium,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
1,Medium,Less than 2,Low,Low,Married,Negative
3,Low,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Positive
5,Medium,Less than 2,Moderate,Low,Married,Positive
5,Medium,No dependent,Moderate,Low,Single,Positive
1,Low,Less than 2,Moderate,Low,Married,Positive
3,Medium,Less than 2,Moderate,Low,Married,Positive
2,Medium,Less than 2,Moderate,Low,Married,Positive
2,Low,More than 2,Moderate,Low,Married,Positive
1,Low,More than 2,Moderate,Low,Married,Positive
3,Low,No dependent,Moderate,Low,Single,Positive
1,Low,Less than 2,Low,Low,Married,Positive
5,Low,No dependent,Low,Low,Married,Positive
1,Medium,No dependent,Low,Low,Single,Positive
2,Low,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Single,Positive
1,Medium,No dependent,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Single,Positive
3,Medium,No dependent,Low,Low,Single,Negative
5,Medium,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Negative
3,Medium,Less than 2,Low,Low,Married,Negative
3,Low,More than 2,Low,Low,Married,Positive
3,Low,More than 2,Low,Low,Married,Positive
3,Medium,More than 2,Low,Low,Married,Positive
0,Medium,No dependent,Low,Low,Married,Negative
3,Medium,No dependent,Low,Low,Single,Positive
2,Low,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Negative
3,Medium,Less than 2,Low,Low,Married,Positive
5,Medium,No dependent,Moderate,Low,Single,Positive
2,Low,No dependent,Moderate,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
1,Low,Less than 2,Moderate,Low,Married,Negative
1,Medium,Less than 2,Moderate,Low,Married,Positive
1,Medium,More than 2,Moderate,Low,Married,Positive
0,Medium,Less than 2,Moderate,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
5,Medium,Less than 2,Moderate,Low,Married,Positive
5,High,Less than 2,High,Low,Married,Positive
1,Low,More than 2,Very low,Low,Married,Positive
3,Low,No dependent,Low,Low,Married,Positive
2,Medium,No dependent,Low,Low,Married,Positive
4,Low,No dependent,Moderate,Low,Single,Positive
1,Low,No dependent,Low,Low,Married,Negative
1,Low,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Positive
3,Low,More than 2,Low,Low,Married,Negative
7,Low,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Single,Positive
1,Low,No dependent,Low,Low,Single,Positive
3,Low,Less than 2,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Married,Positive
5,Low,No dependent,Low,Low,Married,Positive
2,Medium,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
3,Low,Less than 2,Moderate,Low,Married,Positive
1,Low,No dependent,Moderate,Low,Married,Positive
1,Medium,No dependent,Moderate,Low,Married,Positive
1,Low,Less than 2,Moderate,Low,Married,Positive
1,Low,Less than 2,Very low,Low,Married,Positive
1,Low,More than 2,Very low,Low,Married,Positive
1,Low,Less than 2,Very low,Low,Married,Positive
3,Medium,Less than 2,Very low,Low,Married,Negative
3,Low,Less than 2,Very low,Low,Married,Positive
1,Low,More than 2,Very low,Low,Married,Positive
1,Medium,More than 2,Low,Low,Married,Positive
2,Medium,No dependent,Low,Low,Married,Positive
2,Medium,No dependent,Low,Low,Married,Positive
0,Low,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
0,Low,Less than 2,Low,Low,Married,Positive
5,Low,Less than 2,Low,Low,Married,Positive
2,Low,No dependent,Low,Low,Single,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
5,Low,No dependent,Low,Low,Single,Positive
3,Low,No dependent,Low,Low,Married,Positive
4,Medium,No dependent,Low,Low,Single,Positive
7,Low,Less than 2,Low,Low,Married,Positive
5,Low,No dependent,Low,Low,Single,Positive
3,Medium,No dependent,Low,Low,Married,Negative
5,Low,No dependent,Low,Low,Single,Positive
3,Medium,No dependent,Low,Low,Married,Positive
2,Low,No dependent,Low,Low,Married,Positive
2,Medium,No dependent,Low,Low,Married,Positive
3,Low,No dependent,Low,Low,Single,Negative
1,Low,No dependent,Low,Low,Married,Positive
5,Medium,Less than 2,Low,Low,Married,Negative
3,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
5,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
5,Low,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Positive
2,Low,Less than 2,Low,Low,Married,Negative
2,Low,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
0,Medium,More than 2,Low,Low,Married,Negative
1,Low,More than 2,Low,Low,Married,Positive
2,Low,More than 2,Low,Low,Married,Positive
1,Low,More than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Positive
5,Low,Less than 2,Low,Low,Married,Positive
7,Medium,Less than 2,Low,Low,Married,Positive
5,Medium,No dependent,Low,Low,Single,Positive
7,Medium,No dependent,Low,Low,Married,Positive
3,Medium,No dependent,Low,Low,Not specified,Negative
3,Low,No dependent,Low,Low,Married,Negative
3,Medium,No dependent,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Married,Positive
7,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
1,Low,Less than 2,Low,Low,Married,Positive
3,Medium,Less than 2,Low,Low,Not specified,Positive
3,Low,Less than 2,Low,Low,Married,Positive
3,Low,Less than 2,Low,Low,Married,Positive
2,Medium,More than 2,Low,Low,Married,Positive
1,Medium,More than 2,Low,Low,Married,Positive
1,Low,More than 2,Low,Low,Married,Positive
5,Low,Less than 2,Moderate,Low,Married,Positive
5,Medium,Less than 2,Moderate,Low,Married,Negative
3,Medium,No dependent,Moderate,Low,Single,Positive
3,Medium,Less than 2,Moderate,Low,Married,Positive
1,Medium,More than 2,Moderate,Low,Married,Positive
0,Medium,Less than 2,Moderate,Low,Married,Positive
1,Medium,Less than 2,Moderate,Low,Married,Negative
2,Low,Less than 2,Moderate,Low,Married,Positive
5,Low,No dependent,Moderate,Low,Single,Positive
7,Medium,No dependent,Moderate,Low,Single,Positive
5,Low,No dependent,Moderate,Low,Single,Negative
1,Medium,No dependent,Moderate,Low,Married,Positive
3,Low,No dependent,Moderate,Low,Married,Positive
3,Low,No dependent,Moderate,Low,Married,Positive
3,Medium,No dependent,Moderate,Low,Married,Positive
2,Low,No dependent,Moderate,Low,Married,Positive
2,Low,No dependent,Moderate,Low,Married,Negative
0,Medium,No dependent,Moderate,Low,Single,Negative
3,Low,No dependent,Moderate,Low,Single,Negative
5,Medium,Less than 2,Moderate,Low,Married,Positive
2,Medium,Less than 2,Moderate,Low,Married,Positive
2,Low,Less than 2,Moderate,Low,Married,Positive
1,Medium,Less than 2,Moderate,Low,Married,Positive
2,Low,Less than 2,Moderate,Low,Married,Positive
1,Low,Less than 2,Moderate,Low,Married,Positive
